e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_LovelyAN_41.jpeg,하
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_LovelyAN_Bold_42.jpeg,하
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_MiMi_43.jpeg,하
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_MiMi_Bold_44.jpeg,하
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_Rami_45.jpeg,하
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_Rami_BOLD_46.jpeg,하
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_Rice_47.jpeg,하
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_Tokki_48.jpeg,하
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_Tokki_Bold_49.jpeg,하
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\Windy_Lavender_50.jpeg,하
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\yun_cheongbinM_51.jpeg,하
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\yun_dajeong_52.jpeg,하
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\yun_hungsoo_53.jpeg,하
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\yun_hyoungoh_54.jpeg,하
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\yun_minjoonche_55.jpeg,하
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\yun_youreoB_56.jpeg,하
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\yun_youreoL_57.jpeg,하
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\blackbean_singlesL_Pro_58.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\drfont_daraehand_Basic_59.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\DXBSuB-KSCpc-EUC-H_60.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\DXHgrmB-KSCpc-EUC-H_61.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\DXHmchB-KSCpc-EUC-H_62.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\DXPnM-KSCpc-EUC-H_63.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\DXRMbxB-KSCpc-EUC-H_64.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\DXSnUB-KSCpc-EUC-H_65.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\gabia_bombaram_66.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\HanS%20Calli_67.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\hans%20punch_68.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\HanS_HyupGaep_Story2_69.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\HanS_memorySign_70.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\HanS_Odduki_71.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\HoonSlimskinnyL_72.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\HoonWhayangyunwha_73.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\HoonWhitecatR_74.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\Human_SiJung_75.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\Inkfree_76.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\Jjongalgongju_Dohuiche_v20_77.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\KCC-eunyoung_78.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\KCC-Kimhoon_79.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\Makgeolli_80.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\NanumPen_81.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\SDMiSaeng_82.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\SSShinb7_83.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\SSVeryBadHandwriting_84.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\SSYoungestDaughter_85.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\TaeFont_TSTHlmL_86.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\THEbomijoa_1_87.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\THELeft_88.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\THEsonyogamsung_89.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\THE_HongChawangjanemo_90.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\THE_Jolrida_91.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\Typo_BaekbeomB_92.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\Typo_MoonFlowerM_93.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\Typo_PapyrusM_94.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\Typo_PororoM_95.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_DongKyung_BOLD_96.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_Jiyoung_97.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_LovelyAN_98.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_LovelyAN_Bold_99.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_MiMi_100.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_MiMi_Bold_101.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_Rami_102.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_Rami_BOLD_103.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_Rice_104.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_Tokki_105.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_Tokki_Bold_106.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\Windy_Lavender_107.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\yun_cheongbinM_108.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\yun_dajeong_109.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\yun_hungsoo_110.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\yun_hyoungoh_111.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\yun_minjoonche_112.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\yun_youreoB_113.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\yun_youreoL_114.jpeg,나
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\blackbean_singlesL_Pro_115.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\drfont_daraehand_Basic_116.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\DXBSuB-KSCpc-EUC-H_117.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\DXHgrmB-KSCpc-EUC-H_118.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\DXHmchB-KSCpc-EUC-H_119.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\DXPnM-KSCpc-EUC-H_120.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\DXRMbxB-KSCpc-EUC-H_121.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\DXSnUB-KSCpc-EUC-H_122.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\gabia_bombaram_123.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\HanS%20Calli_124.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\hans%20punch_125.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\HanS_HyupGaep_Story2_126.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\HanS_memorySign_127.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\HanS_Odduki_128.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\HoonSlimskinnyL_129.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\HoonWhayangyunwha_130.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\HoonWhitecatR_131.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\Human_SiJung_132.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\Inkfree_133.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\Jjongalgongju_Dohuiche_v20_134.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\KCC-eunyoung_135.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\KCC-Kimhoon_136.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\Makgeolli_137.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\NanumPen_138.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\SDMiSaeng_139.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\SSShinb7_140.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\SSVeryBadHandwriting_141.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\SSYoungestDaughter_142.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\TaeFont_TSTHlmL_143.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\THEbomijoa_1_144.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\THELeft_145.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\THEsonyogamsung_146.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\THE_HongChawangjanemo_147.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\THE_Jolrida_148.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\Typo_BaekbeomB_149.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\Typo_MoonFlowerM_150.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\Typo_PapyrusM_151.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\Typo_PororoM_152.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_DongKyung_BOLD_153.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_Jiyoung_154.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_LovelyAN_155.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_LovelyAN_Bold_156.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_MiMi_157.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_MiMi_Bold_158.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_Rami_159.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_Rami_BOLD_160.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_Rice_161.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_Tokki_162.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_Tokki_Bold_163.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\Windy_Lavender_164.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\yun_cheongbinM_165.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\yun_dajeong_166.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\yun_hungsoo_167.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\yun_hyoungoh_168.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\yun_minjoonche_169.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\yun_youreoB_170.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\yun_youreoL_171.jpeg,우
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\blackbean_singlesL_Pro_172.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\drfont_daraehand_Basic_173.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\DXBSuB-KSCpc-EUC-H_174.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\DXHgrmB-KSCpc-EUC-H_175.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\DXHmchB-KSCpc-EUC-H_176.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\DXPnM-KSCpc-EUC-H_177.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\DXRMbxB-KSCpc-EUC-H_178.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\DXSnUB-KSCpc-EUC-H_179.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\gabia_bombaram_180.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\HanS%20Calli_181.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\hans%20punch_182.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\HanS_HyupGaep_Story2_183.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\HanS_memorySign_184.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\HanS_Odduki_185.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\HoonSlimskinnyL_186.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\HoonWhayangyunwha_187.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\HoonWhitecatR_188.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\Human_SiJung_189.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\Inkfree_190.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\Jjongalgongju_Dohuiche_v20_191.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\KCC-eunyoung_192.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\KCC-Kimhoon_193.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\Makgeolli_194.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\NanumPen_195.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\SDMiSaeng_196.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\SSShinb7_197.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\SSVeryBadHandwriting_198.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\SSYoungestDaughter_199.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\TaeFont_TSTHlmL_200.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\THEbomijoa_1_201.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\THELeft_202.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\THEsonyogamsung_203.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\THE_HongChawangjanemo_204.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\THE_Jolrida_205.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\Typo_BaekbeomB_206.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\Typo_MoonFlowerM_207.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\Typo_PapyrusM_208.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\Typo_PororoM_209.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_DongKyung_BOLD_210.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_Jiyoung_211.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_LovelyAN_212.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_LovelyAN_Bold_213.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_MiMi_214.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_MiMi_Bold_215.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_Rami_216.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_Rami_BOLD_217.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_Rice_218.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_Tokki_219.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\UhBee_Tokki_Bold_220.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\Windy_Lavender_221.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\yun_cheongbinM_222.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\yun_dajeong_223.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\yun_hungsoo_224.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\yun_hyoungoh_225.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\yun_minjoonche_226.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\yun_youreoB_227.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\yun_youreoL_228.jpeg,리
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\blackbean_singlesL_Pro_229.jpeg,국
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\drfont_daraehand_Basic_230.jpeg,국
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\DXBSuB-KSCpc-EUC-H_231.jpeg,국
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\DXHgrmB-KSCpc-EUC-H_232.jpeg,국
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\DXHmchB-KSCpc-EUC-H_233.jpeg,국
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\DXPnM-KSCpc-EUC-H_234.jpeg,국
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\DXRMbxB-KSCpc-EUC-H_235.jpeg,국
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\DXSnUB-KSCpc-EUC-H_236.jpeg,국
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\gabia_bombaram_237.jpeg,국
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\HanS%20Calli_238.jpeg,국
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\hans%20punch_239.jpeg,국
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\HanS_HyupGaep_Story2_240.jpeg,국
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\HanS_memorySign_241.jpeg,국
e:\tensorflow-hangul-recognition\tools\../image-data/image-f61S\hangul-images\HanS_Odduki_242.jpeg,국
